step,time,pos_x,pos_y,pos_z,vel_x,vel_y,vel_z,altitude,vertical_vel,g_raw_x,g_raw_y,g_raw_z,g_raw_mag,g_eff_x,g_eff_y,g_eff_z,g_eff_mag,c,k,phi,phase_error,lock_quality,omega_drive,omega_0,drive_power,energy,grav_power
660,6.600000000000001,0,0,6371968.345113525,0,0,-11.16611188489895,968.3451135251671,-11.16611188489895,0,0,-9.81698863521677,9.81698863521677,0,0,-2.005900504136978,2.005900504136978,0.2043295127123966,0.1370940298239079,1.729463219997683,-1.41212943359211,0.7788007830714049,75,80,2976.586590347287,1493289.653591117,26877.73135100245
670,6.7,0,0,6371967.217479581,0,0,-11.36645820590102,967.2174795810133,-11.36645820590102,0,0,-9.816992103628339,9.816992103628339,0,0,-2.001424062810802,2.001424062810802,0.2038734514282721,0.1398944320156173,1.730499414993996,-1.411093238595797,0.7788007830714049,75,80,3094.732578949814,1492985.517222071,27298.92355466832
680,6.8,0,0,6371966.069836178,0,0,-11.56634384641179,966.0698361778632,-11.56634384641179,0,0,-9.816995633711254,9.816995633711254,0,0,-1.996738125450668,1.996738125450668,0.2033960490512935,0.1426604867594465,1.731728722473507,-1.409863931116286,0.7788007830714049,75,80,3215.33927739799,1492669.430889339,27713.95167624258
690,6.9,0,0,6371964.902230128,0,0,-11.76575803171479,964.9022301277146,-11.76575803171479,0,0,-9.8169992253217,9.8169992253217,0,0,-1.992027001538061,1.992027001538061,0.2029160801398334,0.1453852188489545,1.732980952540242,-1.408611701049551,0.7788007830714049,75,80,3338.408938563574,1492341.148487781,28125.24923128699
700,7,0,0,6371963.714708343,0,0,-11.96470734590986,963.7147083431482,-11.96470734590985,0,0,-9.817002878315023,9.817002878315023,0,0,-1.987449509175022,1.987449509175022,0.2024497225691091,0.1480731403488311,1.734108711074898,-1.407483942514896,0.7788007830714049,75,80,3463.95464555947,1492000.423087548,28535.10209046158
710,7.100000000000001,0,0,6371962.507316319,0,0,-12.16321128394271,962.5073163192719,-12.16321128394271,0,0,-9.817006592550538,9.817006592550538,0,0,-1.983106941112649,1.983106941112649,0.2020072944249111,0.1507373822448798,1.735015894426493,-1.4065767591633,0.7788007830714049,75,80,3591.998634476152,1491647.005923982,28945.13846808778
720,7.2,0,0,6371961.280097201,0,0,-12.36129558298863,961.2800972005352,-12.36129558298863,0,0,-9.817010367894618,9.817010367894618,0,0,-1.979029295230719,1.979029295230719,0.2015918513952988,0.1533953495411898,1.735669517122561,-1.405923136467232,0.7788007830714049,75,80,3722.568728377969,1491280.645666998,29356.0393028887
730,7.3,0,0,6371960.033091546,0,0,-12.55898520944361,960.0330915460363,-12.55898520944361,0,0,-9.817014204221627,9.817014204221627,0,0,-1.975179954159941,1.975179954159941,0.201199663469016,0.1560640999968829,1.736095420984563,-1.40549723260523,0.7788007830714049,75,80,3855.693955542894,1490901.088101422,29767.50699634105
740,7.4,0,0,6371958.766337734,0,0,-12.75629865320572,958.7663377337158,-12.75629865320572,0,0,-9.817018101412842,9.817018101412842,0,0,-1.971474770129058,1.971474770129058,0.2008221590062392,0.1587565286186331,1.736361680409222,-1.405230973180571,0.7788007830714049,75,80,3991.400474651016,1490508.076237352,30178.46514603165
750,7.5,0,0,6371957.479872817,0,0,-12.95324461671751,957.4798728171736,-12.95324461671751,0,0,-9.817022059353931,9.817022059353931,0,0,-1.967808885622103,1.967808885622103,0.2004486568049544,0.1614791003835036,1.736555562761598,-1.405037090828195,0.7788007830714049,75,80,4129.708710806703,1490101.350767403,30587.41182529606
760,7.600000000000001,0,0,6371956.173733552,0,0,-13.14982146563439,956.1737335519865,-13.14982146563439,0,0,-9.8170260779318,9.8170260779318,0,0,-1.964083936752057,1.964083936752057,0.200069137146047,0.1642314100529808,1.736760396477407,-1.404832257112386,0.7788007830714049,75,80,4270.63220652694,1489680.650718262,30992.82373417189
770,7.7,0,0,6371954.847957348,0,0,-13.34601912023775,954.847957348451,-13.34601912023775,0,0,-9.817030157031601,9.817030157031601,0,0,-1.960229386404015,1.960229386404015,0.1996764148676848,0.1670073828617343,1.737037647671841,-1.404555005917953,0.7788007830714049,75,80,4414.178227053466,1489245.714119131,31393.51064519987
780,7.8,0,0,6371953.502582927,0,0,-13.5418225630391,953.5025829272345,-13.5418225630391,0,0,-9.81703429653459,9.81703429653459,0,0,-1.956214079837009,1.956214079837009,0.1992673164570232,0.1697975772271717,1.737417344180642,-1.404175309409151,0.7788007830714049,75,80,4560.349747827701,1488796.278529172,31788.84475736588
790,7.9,0,0,6371952.137650594,0,0,-13.73721590333534,952.1376505941153,-13.73721590333534,0,0,-9.817038496317185,9.817038496317185,0,0,-1.952046971579036,1.952046971579036,0.1988427540863099,0.1725918816445937,1.737897443431138,-1.403695210158655,0.7788007830714049,75,80,4709.14818079952,1488332.081319611,32178.82884243975
